datetime,tempmax,tempmin,temp,day_month
2020-09-05,25.5,20.9,22.8,05-09
2020-09-06,27.1,18.0,22.8,06-09
2020-09-07,28.5,20.0,24.4,07-09
2020-09-08,28.5,20.0,24.6,08-09
2020-09-09,28.4,22.7,24.8,09-09
2020-09-10,27.9,20.5,24.2,10-09
2020-09-11,26.7,21.6,24.1,11-09
2020-09-12,27.5,22.7,24.8,12-09
2020-09-13,27.5,23.8,25.0,13-09
2020-09-14,28.5,22.7,25.3,14-09
2020-09-15,28.6,22.7,25.2,15-09
2020-09-16,26.9,22.6,24.4,16-09
2020-09-17,27.8,21.7,24.3,17-09
2020-09-18,27.6,19.2,23.6,18-09
2020-09-19,24.6,19.9,22.0,19-09
2020-09-20,21.8,19.7,20.7,20-09
2020-09-21,25.5,20.0,22.4,21-09
2020-09-22,24.7,19.5,22.1,22-09
2020-09-23,24.4,18.3,21.6,23-09
2020-09-24,27.3,18.0,22.7,24-09
2020-09-25,26.5,21.8,23.6,25-09
2020-09-26,29.2,20.1,25.3,26-09
2020-09-27,27.8,20.5,24.1,27-09
2020-09-28,27.5,18.3,23.3,28-09
2020-09-29,26.4,18.3,22.1,29-09
2020-09-30,21.7,16.4,19.3,30-09
2020-10-01,22.5,17.2,19.7,01-10
2020-10-02,24.3,17.0,21.0,02-10
2020-10-03,25.6,15.0,21.2,03-10
2020-10-04,27.7,16.1,22.3,04-10
2020-10-05,30.5,18.3,24.1,05-10
2020-10-06,31.2,19.4,24.8,06-10
2020-10-07,29.7,22.7,25.4,07-10
2020-10-08,25.1,17.6,21.9,08-10
2020-10-09,20.1,15.4,17.7,09-10
2020-10-10,20.7,15.1,18.0,10-10
2020-10-11,22.8,15.9,19.4,11-10
2020-10-12,24.3,14.3,19.8,12-10
2020-10-13,27.6,18.4,21.7,13-10
2020-10-14,23.4,19.0,21.4,14-10
2020-10-15,23.8,16.1,20.2,15-10
2020-10-16,24.7,16.2,20.7,16-10
2020-10-17,25.9,19.3,22.1,17-10
2020-10-18,19.9,16.9,18.6,18-10
2020-10-19,17.7,14.2,16.5,19-10
2020-10-20,18.7,16.0,17.2,20-10
2020-10-21,20.7,16.9,18.7,21-10
2020-10-22,21.8,16.6,18.8,22-10
2020-10-23,20.4,14.4,17.4,23-10
2020-10-24,21.5,14.3,17.7,24-10
2020-10-25,23.4,15.2,19.1,25-10
2020-10-26,21.4,15.5,18.7,26-10
2020-10-27,22.6,13.9,18.0,27-10
2020-10-28,21.9,17.5,19.7,28-10
2020-10-29,19.1,14.8,17.7,29-10
2020-10-30,18.2,13.2,15.2,30-10
2020-10-31,16.5,11.2,13.8,31-10
2020-11-01,16.7,9.1,12.8,01-11
2020-11-02,16.3,7.0,11.3,02-11
2020-11-03,16.0,8.3,12.2,03-11
2020-11-04,16.2,11.5,13.7,04-11
2020-11-05,17.2,11.3,15.0,05-11
2020-11-06,15.9,13.1,14.7,06-11
2020-11-07,14.8,11.2,13.2,07-11
2020-11-08,16.9,12.6,14.9,08-11
2020-11-09,18.7,13.5,15.8,09-11
2020-11-10,16.9,14.6,15.8,10-11
2020-11-11,16.4,13.8,14.9,11-11
2020-11-12,18.3,12.0,14.7,12-11
2020-11-13,16.8,11.3,14.2,13-11
2020-11-14,13.9,12.2,13.2,14-11
2020-11-15,13.2,9.5,11.8,15-11
2020-11-16,15.0,8.0,11.4,16-11
2020-11-17,16.7,7.2,11.8,17-11
2020-11-18,14.9,8.2,12.2,18-11
2020-11-19,13.0,11.9,12.6,19-11
2020-11-20,13.7,11.5,12.2,20-11
2020-11-21,12.4,10.3,11.2,21-11
2020-11-22,11.7,8.9,10.2,22-11
2020-11-23,13.7,5.4,9.5,23-11
2020-11-24,13.7,4.2,9.3,24-11
2020-11-25,13.7,9.9,11.6,25-11
2020-11-26,13.9,6.9,11.2,26-11
2020-11-27,15.5,7.3,10.8,27-11
2020-11-28,14.6,4.8,10.0,28-11
2020-11-29,15.4,5.9,12.0,29-11
2020-11-30,14.4,6.6,10.0,30-11
2020-12-01,8.3,6.1,6.9,01-12
2020-12-02,8.1,5.3,6.5,02-12
2020-12-03,13.5,8.1,10.4,03-12
2020-12-04,17.1,5.5,10.9,04-12
2020-12-05,15.6,7.0,11.8,05-12
2020-12-06,14.7,10.2,12.4,06-12
2020-12-07,14.5,9.8,11.8,07-12
2020-12-08,15.0,7.6,12.1,08-12
2020-12-09,15.3,6.6,11.3,09-12
2020-12-10,17.8,13.2,15.3,10-12
2020-12-11,16.0,12.1,14.0,11-12
2020-12-12,15.0,10.8,12.8,12-12
2020-12-13,15.4,13.0,13.8,13-12
2020-12-14,13.5,12.1,12.7,14-12
2020-12-15,12.2,8.9,10.0,15-12
2020-12-16,10.0,8.9,9.5,16-12
2020-12-17,10.7,9.1,10.0,17-12
2020-12-18,10.8,7.3,9.5,18-12
2020-12-19,10.9,4.8,8.5,19-12
2020-12-20,10.8,4.5,8.4,20-12
2020-12-21,9.7,7.0,8.3,21-12
2020-12-22,8.7,5.3,7.1,22-12
2020-12-23,9.7,1.5,6.1,23-12
2020-12-24,13.0,9.7,11.1,24-12
2020-12-25,15.6,10.3,13.4,25-12
2020-12-26,16.8,13.3,15.2,26-12
2020-12-27,15.5,11.3,13.8,27-12
2020-12-28,14.9,11.6,13.6,28-12
2020-12-29,16.5,11.6,13.9,29-12
2020-12-30,16.9,10.0,14.0,30-12
2020-12-31,16.8,11.0,13.9,31-12
2023-09-28,18.665933191984216,19.884561411503867,18.745531245551884,28-09
2023-09-29,22.506286620100177,14.205260665325246,18.231619520817482,29-09
2023-09-30,24.54237496892492,18.074586621428974,17.47923387013772,30-09
2023-10-01,25.787849248940805,17.95398822143863,19.818237158578242,01-10
2023-10-02,25.99205267872593,17.609692230842278,18.435650385172753,02-10
2023-10-03,22.359912102619617,16.20371220516706,19.889085009901148,03-10
2023-10-04,24.329021138699424,15.33211011274606,19.898973841642107,04-10
2023-10-05,24.287986444550608,14.988797042321819,20.394060629944587,05-10
2023-10-06,21.857324177051456,13.426930299691072,17.49802834869554,06-10
2023-10-07,23.989043046122852,16.616625490894016,19.499282790977695,07-10
2023-10-08,21.392479093232897,18.136402825577886,18.152698526674634,08-10
2023-10-09,19.39671277399615,15.12589597634196,19.086222119509966,09-10
2023-10-10,21.95497916798753,12.087737379783126,16.24351823528093,10-10
2023-10-11,19.512062342847152,14.031762134873865,21.776724080471247,11-10
2023-10-12,20.752617123463633,16.159040917647587,16.50859386656319,12-10
2023-10-13,21.28996474270408,16.845054777752743,21.35991738354806,13-10
2023-10-14,19.284944631187898,18.01793198783374,16.84696588379408,14-10
2023-10-15,19.354882150450223,17.602897198970123,15.368889387440767,15-10
2023-10-16,25.91058553943309,16.792284445255262,20.694420652139954,16-10
2023-10-17,21.867012893150015,18.376294034238718,17.12358952503319,17-10
2023-10-18,19.70023611166151,15.447398735126987,19.04710511135824,18-10
2023-10-19,18.73575814720806,17.494621636163544,17.00904354819263,19-10
2023-10-20,16.019643866729677,12.342334949066366,15.122413939705567,20-10
2023-10-21,20.348445331500812,12.175378837715378,17.744773569206583,21-10
2023-10-22,20.273587337837427,15.396389776997053,17.975012284207303,22-10
2023-10-23,19.692494973605065,14.67333354266659,18.10677971658669,23-10
2023-10-24,22.085605346052375,14.710048984236805,16.37944073015254,24-10
2023-10-25,17.95294218688399,7.245724107712115,17.024408894787697,25-10
2023-10-26,19.349890685112314,13.119236620322337,14.573749121744433,26-10
2023-10-27,19.352512948849018,10.721482628422482,15.322388607154066,27-10
2023-10-28,19.10928243975518,11.657561453391423,16.424419544531986,28-10
2023-10-29,20.55896821661249,13.355945246676846,13.554681479381381,29-10
2023-10-30,19.71048277033453,10.490243684987393,16.35671368633322,30-10
2023-10-31,16.736322759062706,12.159678343682335,19.289607722759296,31-10
2023-11-01,14.406522987604987,13.055402442741103,12.345605693891192,01-11
2023-11-02,14.03766104750311,12.64466222217132,13.388274649036376,02-11
2023-11-03,15.021978363833423,7.981783679686788,16.46032853621438,03-11
2023-11-04,21.659534574610237,13.221524070565287,15.344404340757217,04-11
2023-11-05,21.288188546926488,14.77596556786659,17.39465997728291,05-11
2023-11-06,15.519284281646307,11.412593303636061,18.274635749396236,06-11
2023-11-07,19.98940220477236,12.10458400469142,11.465252634363168,07-11
2023-11-08,22.045522488908016,12.978414425251525,15.312269955026787,08-11
2023-11-09,20.488142442455615,7.280449050035943,15.521025785575667,09-11
2023-11-10,19.310211012077204,13.465093770987885,13.917858424044171,10-11
2023-11-11,21.23090253571601,14.661937768494084,12.761686690242158,11-11
2023-11-12,16.072494315568825,12.417055457644596,14.731985260021272,12-11
2023-11-13,19.386187109136554,10.516762836125197,13.145682092399461,13-11
2023-11-14,14.352222246999869,11.390578413080574,10.196839804186203,14-11
2023-11-15,17.50014582268342,12.310507813010048,13.433154500083615,15-11
2023-11-16,16.539787138737356,11.115121329086403,11.483495678281702,16-11
2023-11-17,19.129719159960267,8.556154454777104,13.662423837232973,17-11
2023-11-18,14.39800628675862,9.783687943064132,14.373049998606811,18-11
2023-11-19,17.530007983390288,10.221149756873169,13.365916742888635,19-11
2023-11-20,14.98533409957004,12.616834212909007,17.819677267316177,20-11
2023-11-21,15.047093924493051,8.94859772613866,9.53504891669862,21-11
2023-11-22,18.051265027051052,7.162691261738715,14.375327502133525,22-11
2023-11-23,16.02536829080531,10.28384204602019,14.066609022986864,23-11
2023-11-24,11.124683760159392,9.174291431053492,9.99004184635874,24-11
2023-11-25,12.703794132087715,10.155350283171579,11.184463188245536,25-11
2023-11-26,13.93744528171275,11.26331721406719,16.547600925935463,26-11
2023-11-27,18.53701952666435,9.653243265071014,14.101171533885136,27-11
2023-11-28,14.495514870658889,11.349501035863632,14.749830431765048,28-11
2023-11-29,16.91939034817941,8.433690869643362,13.316575925760366,29-11
2023-11-30,13.053187106522367,7.777857784934046,11.968103815341994,30-11
2023-12-01,6.586481027975387,12.348307460091316,9.896107570018366,01-12
2023-12-02,8.436038339897724,8.109052142734154,8.527154224337528,02-12
2023-12-03,16.281318793871467,11.516810498727686,15.01650852717807,03-12
2023-12-04,13.080144727303937,5.039621475869209,12.274557912730629,04-12
2023-12-05,12.044428577136742,11.25262238917354,11.078400679029675,05-12
2023-12-06,12.394361477258299,9.404380940538871,9.328746506880329,06-12
2023-12-07,13.675017449790305,4.906518067325332,13.354047029554234,07-12
2023-12-08,14.409012359608932,6.097184664451256,10.209696142176346,08-12
2023-12-09,14.119387623538195,7.991971578071627,7.154098597214764,09-12
2023-12-10,17.12654377543585,9.379614176636965,13.601723855598532,10-12
2023-12-11,14.55231971748031,12.152147601695708,12.94494734593579,11-12
2023-12-12,15.041633658927008,11.973233859068095,11.100419569423243,12-12
2023-12-13,12.965703727935658,9.007348892013374,11.802356190303184,13-12
2023-12-14,14.208545271908784,9.400601048268863,7.82270001144199,14-12
2023-12-15,13.90725414615021,9.825675490660895,9.749984732573743,15-12
2023-12-16,15.205719579891293,8.921097733991045,9.562240820170503,16-12
2023-12-17,13.605987631611654,10.171347199620932,10.490237672445703,17-12
2023-12-18,10.259967156946736,9.31008949634772,12.064302011322596,18-12
2023-12-19,9.46286973823856,0.6787794497456865,6.274516075242328,19-12
2023-12-20,14.411031762615838,2.9027686977305023,7.1419930011994,20-12
2023-12-21,9.430497311944137,4.248445844334357,7.776161295803933,21-12
2023-12-22,11.48828461728726,6.069113453597769,6.394502970866391,22-12
2023-12-23,7.344994223970096,2.471536684785186,7.0795102300136605,23-12
2023-12-24,9.608583955294472,5.029040255231465,8.969322802847783,24-12
2023-12-25,13.43495987833318,9.33571802342947,9.704995856757762,25-12
2023-12-26,11.911951481824426,4.59943127704407,10.056300544438997,26-12
2023-12-27,16.283807516012907,6.440400698277362,11.16503660455524,27-12
2023-12-28,11.041157510573251,5.37046795974298,7.875992590864623,28-12
2023-12-29,14.190488758822244,7.6299444737926745,8.31714461787095,29-12
2023-12-30,10.964681953996312,4.419198697334764,8.563273623288591,30-12
2023-12-31,12.161933805355805,8.234404922540183,13.20917642172019,31-12
2024-01-01,8.521887820601771,6.373354989970417,7.708640599037894,01-01
2024-01-02,11.84292653147575,5.143854778434418,8.126631210348668,02-01
2024-01-03,13.469618176917116,6.109633369481179,6.424410574429713,03-01
2024-01-04,9.07090319543334,8.2306075595798,7.693172894755478,04-01
2024-01-05,15.848549862478547,9.641302171209006,10.993619696761776,05-01
2024-01-06,12.159864844750086,9.488701512216203,11.108307941053186,06-01
2024-01-07,9.854612656003157,5.293342272243533,8.967597619949332,07-01
2024-01-08,11.74865176905585,6.377769679843351,6.574537563554641,08-01
2024-01-09,11.210974257859846,6.192711203028897,5.784722023360722,09-01
2024-01-10,11.580610340458879,7.1408714050720965,12.465083566288024,10-01
2024-01-11,14.31842448576281,5.866619117874524,12.227883967514138,11-01
2024-01-12,7.7429871006623525,4.155809714479149,8.080855551055118,12-01
2024-01-13,7.422758025776608,5.333350010288461,9.480970965246545,13-01
2024-01-14,6.2008840344797465,3.512212676646197,9.04799267884709,14-01
2024-01-15,9.065495131758704,4.811896213833096,6.147814087879999,15-01
2024-01-16,9.960901518021121,0.05805361433831857,3.270449843735094,16-01
2024-01-17,6.182102542258285,3.3728176431655577,4.811765801126763,17-01
2024-01-18,9.384320286648682,8.228683996402179,6.540783782968069,18-01
2024-01-19,11.699783172106287,4.406673849195483,7.0034667664587875,19-01
2024-01-20,14.681716135335588,0.3411207347409575,6.434792381336261,20-01
2024-01-21,11.250220199327535,5.247198596087534,9.793038562086121,21-01
2024-01-22,9.33906826101298,3.3853830121907507,8.251084388331972,22-01
2024-01-23,8.526404693535131,6.551327694425795,9.714964311332643,23-01
2024-01-24,10.459997626792543,3.899467802155902,5.105850794384188,24-01
2024-01-25,9.837905834641003,3.056926928091571,8.99107007900249,25-01
2024-01-26,9.647164245706428,2.612879261432438,13.33573922512563,26-01
2024-01-27,11.086050293947848,7.422226428369729,9.723245880333902,27-01
2024-01-28,5.293461288341023,4.356508923099085,7.107831901029286,28-01
2024-01-29,8.721462088562259,7.236779669164074,7.090255436789746,29-01
2024-01-30,8.316334806269607,6.370147994576495,7.632029828649362,30-01
2024-01-31,11.039256873989268,4.9687619307377,7.317069409860375,31-01
2024-02-01,10.063091198857865,4.93021221249782,10.063666960833745,01-02
2024-02-02,13.299290675793195,8.341422856973587,11.357533486375512,02-02
2024-02-03,13.12744678965103,7.388727063822735,9.764184829340037,03-02
2024-02-04,15.97011621679755,5.738863936928766,8.287257115458754,04-02
2024-02-05,13.586881206261648,4.712489536690983,7.28185239741651,05-02
2024-02-06,7.045092267902756,4.221644294344697,8.757453985463256,06-02
2024-02-07,7.87304185218248,-0.6362822610477856,7.4861953915472785,07-02
2024-02-08,10.231685664754176,1.56924202236232,5.029347830289144,08-02
2024-02-09,9.079634621825823,5.2304285389342855,4.099926514255018,09-02
2024-02-10,8.669781045825076,5.308078294583524,3.8059649426382465,10-02
2024-02-11,13.482948783883819,2.6567798016440314,9.764265057868505,11-02
2024-02-12,14.633878154577985,3.5914276229018167,8.81133616831902,12-02
2024-02-13,5.760168633395789,2.642652297004883,9.964498471188355,13-02
2024-02-14,8.965894052587776,0.2948516563417767,3.5890469941680276,14-02
2024-02-15,11.065436862022656,3.106636275073559,6.575309502814996,15-02
2024-02-16,8.653818849044645,-0.919875529006073,3.3075026483757908,16-02
2024-02-17,10.295187425228656,6.8506756521478085,4.73260555473848,17-02
2024-02-18,10.368637419704358,1.4870264283912533,2.2488247407989572,18-02
2024-02-19,11.847739362062727,4.524992546226805,5.227216086416952,19-02
2024-02-20,9.052205217295874,4.274998339840994,3.2375545187114367,20-02
2024-02-21,10.464789006364642,5.273124516844627,10.539190219966533,21-02
2024-02-22,13.328990710416285,5.310442101839232,8.552738142156958,22-02
2024-02-23,9.424009142482543,3.080848655838664,4.482929059389906,23-02
2024-02-24,10.709198769885802,2.010819297519561,3.3164889222666605,24-02
2024-02-25,9.938797715176301,5.672420484583006,7.882314230551343,25-02
2024-02-26,12.635135204820681,10.125125396521756,7.209338844642252,26-02
2024-02-27,11.033509248373626,6.50626985869025,8.866649385854851,27-02
2024-02-28,8.893112535711849,4.217537183972942,7.3633618306665065,28-02
2024-02-29,9.277899269283948,4.550193652747115,8.176282936288752,29-02
2024-03-01,8.09735107941237,4.588689333340197,10.016593441731814,01-03
2024-03-02,5.941899747932804,5.138777169110483,3.9887272391559843,02-03
2024-03-03,10.743120062388927,6.291180970675574,8.326866796669067,03-03
2024-03-04,11.238585490787338,4.051207093298916,8.542915115139914,04-03
2024-03-05,14.092065444457477,6.215338103361298,10.29285381473855,05-03
2024-03-06,13.442447484549826,5.938235761733089,10.369960189376672,06-03
2024-03-07,13.457167744916383,7.981661577848353,10.670299840221196,07-03
2024-03-08,16.24334778575888,7.621830478009349,11.599521468295809,08-03
2024-03-09,13.747539079988865,8.984711309591502,9.87890370149753,09-03
2024-03-10,12.657645635883584,10.487270617034772,11.18548513310699,10-03
2024-03-11,9.92006361917237,6.467251321938313,6.809578989289191,11-03
2024-03-12,9.632833865637778,1.5190340589530846,7.975336460176919,12-03
2024-03-13,12.45341569809929,5.619800993257768,3.2044474334919903,13-03
2024-03-14,9.744339791897044,5.223636818893817,4.679390922114033,14-03
2024-03-15,12.9720296487791,3.3810849370801312,6.881185546580497,15-03
2024-03-16,12.051164566546108,5.34759186583879,8.461426275074011,16-03
2024-03-17,9.330147831442602,3.11792049761123,8.129706999498355,17-03
2024-03-18,4.551227443257608,3.7295924722745726,7.560715310669089,18-03
2024-03-19,6.307822278330413,0.0500687417706116,7.6984545520052565,19-03
2024-03-20,7.351148696914688,7.183460046839001,11.841945804598751,20-03
2024-03-21,10.01664110632248,4.504762698401407,6.285131160035911,21-03
2024-03-22,11.0225471892673,6.674083108440162,8.045199919971664,22-03
2024-03-23,8.349994119602584,5.867628947599669,9.05494945603621,23-03
2024-03-24,12.121534019291888,3.574522391702056,10.034330059513028,24-03
2024-03-25,12.66996911012015,5.326978492527932,6.49365511859823,25-03
2024-03-26,8.408413330550813,3.6671460163642187,10.319785229555887,26-03
2024-03-27,12.976194725143674,9.200366514933567,9.747520459502192,27-03
2024-03-28,17.44824419340785,5.040082215157158,6.78366724918721,28-03
2024-03-29,11.558825938973603,7.339373728904884,10.593120353999302,29-03
2024-03-30,8.17441913760749,6.74679907601567,5.4886231044900695,30-03
2024-03-31,12.735621184007918,3.641884076394606,10.040412315334757,31-03
2024-04-01,16.09648590090234,8.98917357217669,10.619014254827784,01-04
2024-04-02,15.397660345238302,5.905162834779788,12.410930970294647,02-04
2024-04-03,18.152893903070584,8.330478216270162,12.531854676659595,03-04
2024-04-04,15.806668370712426,6.476722674264552,9.521988062509642,04-04
2024-04-05,11.481673123701015,10.287460035332284,11.425577966450723,05-04
2024-04-06,15.278853646139053,13.127260760443939,9.814413590279475,06-04
2024-04-07,18.758944468020417,9.234538731454276,10.809390700038877,07-04
2024-04-08,15.785747466822112,10.860973577254056,11.84128960463051,08-04
2024-04-09,16.844105077697744,11.93841008810858,14.026002322313584,09-04
2024-04-10,16.042933075707936,8.724718123947822,8.152265534317461,10-04
2024-04-11,12.288464724941683,8.752128776477178,10.556486425231107,11-04
2024-04-12,14.198798916362536,6.280041985965054,11.849010814284572,12-04
2024-04-13,19.336594331378638,6.478972000123583,13.859271965497744,13-04
2024-04-14,18.26884384253043,10.823465128961015,10.672254884654034,14-04
2024-04-15,16.39437601160899,11.404099216121256,12.87424016926329,15-04
2024-04-16,20.354694792329862,10.383464182764568,12.456251381276964,16-04
2024-04-17,13.8160328611039,9.97256126634903,11.843437852161713,17-04
2024-04-18,16.451467710919825,9.918906270409428,11.319800882274581,18-04
2024-04-19,20.457954191129474,8.448717228453555,10.318155502718566,19-04
2024-04-20,14.537966186945257,9.110551411170471,9.187966697350431,20-04
2024-04-21,18.368926524354215,5.383160267496921,11.226470998291449,21-04
2024-04-22,16.097464904509557,5.0543566716332196,13.577779377934453,22-04
2024-04-23,16.687508811279102,10.567812020094305,12.586375374952956,23-04
2024-04-24,15.802106533764846,9.517623461671434,16.243019257020777,24-04
2024-04-25,17.43175544606368,8.913031066540954,17.204848683589468,25-04
2024-04-26,17.70729588353631,13.676002579770014,17.645347751904726,26-04
2024-04-27,17.98449930144168,10.998590838977199,14.55946438653741,27-04
2024-04-28,22.39153728677757,9.52998864399282,18.68500152503438,28-04
2024-04-29,20.500609484075223,10.546049544221102,12.945548245270105,29-04
2024-04-30,20.279181931566104,17.10261100407856,17.068572051376638,30-04
2024-05-01,17.99795925415812,10.464149788880032,14.63129175781236,01-05
2024-05-02,17.620325845667818,13.224642922008359,22.94475933271228,02-05
2024-05-03,15.404694309858467,16.30466158847079,17.197238110752192,03-05
2024-05-04,18.201690359025758,11.110572227692037,19.265007186710307,04-05
2024-05-05,18.36183336129555,11.074923402582968,15.108130932406446,05-05
2024-05-06,17.90145019834136,14.840328208824738,14.2901787696731,06-05
2024-05-07,14.767703963099702,14.355015231537687,14.074648515143451,07-05
2024-05-08,19.953534128365497,12.390366021549097,10.066667411575818,08-05
2024-05-09,16.884476757642403,12.820293341840149,13.306031794238447,09-05
2024-05-10,17.218907747783582,13.620175675279672,14.378131493545835,10-05
2024-05-11,18.006947138294283,12.762225358319967,16.374010585202697,11-05
2024-05-12,20.575885176047596,16.18237224899517,18.077566525494685,12-05
2024-05-13,17.817307004233374,13.177577283525121,20.18912403754141,13-05
2024-05-14,22.9876322999575,8.652037101828872,17.47443994251345,14-05
2024-05-15,23.2519770131509,19.69491192947967,18.40209650074471,15-05
2024-05-16,24.093877632401128,18.336089695380803,22.96495560836736,16-05
2024-05-17,24.70451503121537,14.335194414932875,20.7869045634961,17-05
2024-05-18,20.54610323022878,18.222883983952965,17.312279134603656,18-05
2024-05-19,21.59461733266029,15.385192620150304,16.96653643376058,19-05
2024-05-20,22.78189267240203,16.536358021600332,20.331537386783197,20-05
2024-05-21,20.252597227732036,12.40156757027895,17.42755121664026,21-05
2024-05-22,16.993696703326272,16.40623415721229,18.704282077492753,22-05
2024-05-23,22.341351326581684,13.06913511283855,16.150388768443847,23-05
2024-05-24,16.425784672593533,13.068320288537027,15.219619512305023,24-05
2024-05-25,20.399762813835803,19.263558725420143,20.454304054583982,25-05
2024-05-26,21.175175523369173,15.373487033843007,17.05800129549565,26-05
2024-05-27,21.50034174862232,20.053312782592783,23.5363166849654,27-05
2024-05-28,21.851993263467843,14.1879106891988,21.112568934121498,28-05
2024-05-29,23.2511418293334,18.690658380406834,23.440139711289266,29-05
2024-05-30,28.629098238735907,17.500999444256852,19.052476769334863,30-05
2024-05-31,24.978637590056994,17.8319361993346,20.244364275925218,31-05
2024-06-01,19.711639137597984,14.305632020380111,21.490425465509674,01-06
2024-06-02,21.386177070899713,15.599447638179488,23.71745816066463,02-06
2024-06-03,21.245433938716634,14.963935478770942,21.321910302001132,03-06
2024-06-04,24.88262692927345,17.490762355271066,22.50347065860169,04-06
2024-06-05,24.78440838277627,18.203714923976563,18.095053820419405,05-06
2024-06-06,24.711386223785,18.36524956524809,24.67905428456349,06-06
2024-06-07,25.996372450050707,20.9321333008173,25.04583995443734,07-06
2024-06-08,27.031445421738724,16.302169477454544,23.897396404526834,08-06
2024-06-09,29.560265503267743,14.074744474686812,22.47483489017835,09-06
2024-06-10,25.898702779695178,22.574765835325955,26.43260276655073,10-06
2024-06-11,23.713295387691172,20.646462731525954,22.620847287860283,11-06
2024-06-12,25.237218754570474,18.569040302911162,21.38967469017853,12-06
2024-06-13,26.1373413946467,19.45018104117783,20.98255828498145,13-06
2024-06-14,23.96241242693239,20.360420839003872,20.820418823775455,14-06
2024-06-15,26.32613538987714,23.13679447979779,24.100043330364837,15-06
2024-06-16,28.79193753903924,19.53024494525265,20.51685052573147,16-06
2024-06-17,28.72606266515111,18.48166021235836,22.049272242403376,17-06
2024-06-18,23.905319486796156,21.464556658527904,24.024687132023086,18-06
2024-06-19,27.244176269754774,20.210652403452205,21.187550356153125,19-06
2024-06-20,23.431924501733953,21.357180634421276,22.183447566328294,20-06
2024-06-21,29.17069923943859,20.80136066305257,20.75179229457231,21-06
2024-06-22,28.344210428813824,18.255857401576247,26.910119460304863,22-06
2024-06-23,28.98164811037113,22.16416979675322,25.297078852832076,23-06
2024-06-24,27.61128792761237,21.39157110296222,22.606189463830784,24-06
2024-06-25,28.12942180132404,26.28093699323307,24.170307596627808,25-06
2024-06-26,30.124452491528814,24.281769942101626,24.744663581750803,26-06
2024-06-27,24.705286996927082,21.191184243692515,25.650756378528044,27-06
2024-06-28,28.118038372693132,22.158867224076637,22.145763311484885,28-06
2024-06-29,27.665880380526954,22.830661908750635,24.33421232942816,29-06
2024-06-30,30.156256184006725,19.96785149864969,22.72324130855197,30-06
2024-07-01,28.11897646660723,20.58798717551567,29.432205666205995,01-07
2024-07-02,29.024097712075136,21.27021827522712,26.492386141489472,02-07
2024-07-03,30.377473838117076,22.539007423474832,25.53008327941276,03-07
2024-07-04,28.49059981336524,19.80445456892877,28.930296939572752,04-07
2024-07-05,29.390120582466505,23.00597248412956,26.42861359950787,05-07
2024-07-06,30.672330675786213,22.50196435998027,25.1247373154049,06-07
2024-07-07,32.19843845601451,23.20985347048845,22.740604699117814,07-07
2024-07-08,27.92734701006181,24.7811819737823,28.00666219742269,08-07
2024-07-09,26.250523296530016,22.230041265203827,25.960053938894287,09-07
2024-07-10,26.364763223485824,21.379454232287948,25.016761326771032,10-07
2024-07-11,29.93157611581281,20.70477892149256,25.391952713946605,11-07
2024-07-12,29.045750617837324,17.174312775030753,26.87220395785021,12-07
2024-07-13,23.376990463163278,22.901760843293047,23.546317897336586,13-07
2024-07-14,26.72140502683972,22.88184232873416,26.098235535383985,14-07
2024-07-15,25.22478815269136,20.715998808773634,23.329521373469674,15-07
2024-07-16,28.548264007585523,18.925120914389534,20.72734657934315,16-07
2024-07-17,29.590867987631935,26.781767227001566,27.525928223580763,17-07
2024-07-18,29.271094096805943,22.311540577821244,25.91125340214027,18-07
2024-07-19,29.694740223310017,21.8358567700528,28.219250835054616,19-07
2024-07-20,30.61438615153567,26.18317281707889,25.498916792994187,20-07
2024-07-21,32.31141022463002,24.502992301397793,25.922814419352022,21-07
2024-07-22,30.673064429165443,23.112972094908315,25.713576607337625,22-07
2024-07-23,34.01492936734982,22.640431395109186,27.931273583055166,23-07
2024-07-24,26.181800716802325,22.925954660562997,25.116573521447794,24-07
2024-07-25,28.412166387420815,27.700401766804227,28.035535420979713,25-07
2024-07-26,29.174111973636656,23.732719624692475,25.13710301475356,26-07
2024-07-27,30.902549540732686,20.72689123591269,23.942159067922805,27-07
2024-07-28,31.344973919801387,21.249693094993077,28.5411647020214,28-07
2024-07-29,30.04386261466408,22.10340980539916,24.251836106853364,29-07
2024-07-30,28.998189243798745,22.965950507719054,28.031102444944683,30-07
2024-07-31,32.626154517834074,24.613512376640514,27.3215121919703,31-07
2024-08-01,31.369178546834924,23.019306238527147,28.240220832731257,01-08
2024-08-02,32.58941408884179,25.922844286231317,25.340626827480314,02-08
2024-08-03,30.784681502937477,20.938482533400055,28.890743038601048,03-08
2024-08-04,27.637578023537074,22.870037852609354,29.694907425244764,04-08
2024-08-05,29.781891095851947,23.724041655867005,30.6113175239923,05-08
2024-08-06,30.90825779736331,18.46121955020382,26.539816917570004,06-08
2024-08-07,32.461926854915085,25.276984012751033,28.038264117069858,07-08
2024-08-08,34.01068696099368,20.34434122641807,26.348186163305954,08-08
2024-08-09,26.109553229144034,23.368550781208942,26.804874481379553,09-08
2024-08-10,29.73129651341578,25.07567344858639,24.328342152243646,10-08
2024-08-11,29.14908248581459,21.351785425113885,24.413935460735242,11-08
2024-08-12,31.253926008581942,21.284095538478994,25.20520303939801,12-08
